account_id,customer_id,account_type,branch_id,open_date,current_balance_pkr,status
A502465,C101554,Current,BR1029,2024-01-02,1050180.36,DORMANT
A502466,C101555,Savings,BR1008,2025-08-15,254280.1,ACTIVE
A502467,C101556,Savings,BR1008,2024-10-20,111798.16,ACTIVE
A502468,C101557,Savings,BR1032,2025-09-07,54346.33,ACTIVE
A502469,C101558,Savings,BR1025,2025-04-12,138723.34,ACTIVE
A502470,C101558,Savings,BR1032,2025-03-12,149931.63,DORMANT
A502471,C101558,Current,BR1026,2025-11-02,1492812.96,ACTIVE
A502472,C101559,Current,BR1012,2024-12-25,406842.18,ACTIVE
A502473,C101560,Current,BR1019,2025-12-20,277872.8,CLOSED
A502474,C101561,Term Deposit,BR1024,2024-07-09,1642840.79,ACTIVE
A502475,C101562,Savings,BR1009,2023-05-28,137897.42,Active
A502476,C101562,Savings,BR1032,2023-11-24,148586.93,ACTIVE
A502477,C101563,Savings,BR1021,2025-02-12,184902.95,ACTIVE
A502478,C101563,Savings,BR1019,2025-02-12,513132.33,ACTIVE
A502479,C101564,Savings,BR1012,2024-05-02,283098.84,ACTIVE
A502480,C101565,Savings,BR1029,2024-02-03,210723.0,Active
A502481,C101565,Savings,BR1014,2024-06-15,470313.85,ACTIVE
A502482,C101566,Savings,BR1034,2025-06-04,119674.03,ACTIVE
A502483,C101567,Current,BR1008,2024-01-28,464237.92,ACTIVE
A502484,C101568,Current,BR1017,2022-04-13,395118.13,CLOSED
A502485,C101569,Savings,BR1026,2026-06-23,466739.43,ACTIVE
A502486,C101570,Term Deposit,BR1003,2025-09-25,4051308.48,ACTIVE
A502487,C101571,Savings,BR1035,2025-12-02,52133.69,ACTIVE
A502488,C101571,Savings,BR1003,2026-10-28,110119.39,ACTIVE
A502489,C101572,Savings,BR1030,2024-11-14,51394.65,DORMANT
A502490,C101573,Savings,BR1017,2025-10-11,144573.08,ACTIVE
A502491,C101574,Savings,BR1029,2024-10-28,395517.88,ACTIVE
A502492,C101574,Savings,BR1004,2024-12-28,305894.24,Active
A502493,C101575,Current,BR1024,2026-09-29,558214.4,ACTIVE
A502494,C101575,Current,BR1014,2026-10-08,455370.91,Active
A502495,C101576,Current,BR1020,2023-06-15,39405.83,ACTIVE
A502496,C101577,Savings,BR1013,2023-03-26,198790.89,ACTIVE
A502497,C101578,Savings,BR1035,2024-03-31,179055.77,ACTIVE
A502498,C101578,Savings,BR1011,2024-08-27,58467.98,Active
A502499,C101578,Savings,BR1015,2024-10-11,175401.67,ACTIVE
A502500,C101579,Current,BR1018,2023-04-06,94943.34,ACTIVE
A502501,C101579,Savings,BR1028,2023-09-09,158927.66,Active
A502502,C101579,Current,BR1009,2023-06-16,512237.34,ACTIVE
A502503,C101580,Current,BR1033,2024-07-01,470011.41,Active
A502504,C101580,Current,BR1024,2025-04-11,867706.92,ACTIVE
A502505,C101581,Savings,BR1031,2023-07-16,261506.78,ACTIVE
A502506,C101582,Savings,BR1024,2023-12-26,103413.38,ACTIVE
A502507,C101583,Savings,BR1028,2023-08-25,75887.23,ACTIVE
A502508,C101584,Savings,BR1024,2024-10-25,2158077.03,ACTIVE
A502509,C101584,Savings,BR1006,2025-09-06,262241.49,ACTIVE
A502510,C101585,Savings,BR1009,2022-07-27,46245.58,ACTIVE
A502511,C101586,Savings,BR1011,2023-01-23,69708.74,Closed
A502512,C101587,Current,BR1030,2025-12-22,546126.26,Active
A502513,C101587,Savings,BR1024,2025-10-02,273789.09,Active
A502514,C101588,Savings,BR1019,2024-12-19,163207.13,ACTIVE
A502515,C101589,Term Deposit,BR1011,2025-08-09,585390.87,Active
A502516,C101590,Current,BR1013,2023-04-20,357537.76,ACTIVE
A502517,C101590,Current,BR1004,2023-02-16,347119.86,ACTIVE
A502518,C101591,Savings,BR1013,2023-04-21,302643.25,ACTIVE
A502519,C101592,Savings,BR1001,2024-08-11,139874.45,Active
A502520,C101592,Current,BR1002,2024-01-09,299204.52,CLOSED
A502521,C101592,Current,BR1011,2023-10-22,168097.51,ACTIVE
A502522,C101593,Current,BR1023,2024-11-11,194874.75,Active
A502523,C101594,Savings,BR1014,2026-01-18,60288.71,ACTIVE
A502524,C101594,Savings,BR1011,2026-04-22,71483.1,ACTIVE
A502525,C101595,Savings,BR1006,2023-07-12,162109.91,ACTIVE
A502526,C101596,Savings,BR1030,2024-08-15,147775.07,ACTIVE
A502527,C101597,Savings,BR1016,2023-08-21,51840.55,DORMANT
A502528,C101597,Current,BR1021,2023-07-11,809260.1,ACTIVE
A502529,C101598,Savings,BR1032,2026-11-05,255324.28,ACTIVE
A502530,C101598,Savings,BR1034,2026-07-26,199030.35,ACTIVE
A502531,C101599,Savings,BR1021,2025-05-24,171215.29,ACTIVE
A502532,C101600,Current,BR1003,2025-07-27,2855060.5,DORMANT
A502533,C101601,Current,BR1014,2024-10-03,357255.1,ACTIVE
A502534,C101602,Savings,BR1013,2026-05-07,219359.87,ACTIVE
A502535,C101603,Term Deposit,BR1033,2026-07-04,408381.41,ACTIVE
A502536,C101604,Term Deposit,BR1006,2026-02-25,1881280.24,ACTIVE
A502537,C101604,Savings,BR1008,2026-03-11,138230.53,ACTIVE
A502538,C101605,Current,BR1018,2023-11-26,546907.44,ACTIVE
A502539,C101605,Savings,BR1008,2023-02-17,70161.8,Dormant
A502540,C101605,Current,BR1007,2023-03-16,496996.09,ACTIVE
A502541,C101606,Current,BR1032,2026-01-12,285888.01,ACTIVE
A502542,C101607,Term Deposit,BR1034,2023-07-20,1602955.36,ACTIVE
A502543,C101607,Savings,BR1007,2023-03-04,187480.84,Active
A502544,C101608,Savings,BR1019,2023-05-10,355486.49,ACTIVE
A502545,C101609,Savings,BR1011,2022-07-07,79153.98,ACTIVE
A502546,C101609,Savings,BR1022,2022-03-29,39074.6,ACTIVE
A502547,C101610,Current,BR1025,2026-01-11,1031187.37,ACTIVE
A502548,C101610,Savings,BR1030,2026-01-16,93025.31,ACTIVE
A502549,C101611,Current,BR1032,2025-10-19,1963076.62,ACTIVE
A502550,C101612,Savings,BR1031,2024-02-24,286249.36,DORMANT
A502551,C101612,Savings,BR1015,2023-06-24,187707.78,ACTIVE
A502552,C101613,Current,BR1028,2025-07-22,524603.62,Active
A502553,C101613,Current,BR1006,2025-03-09,368613.66,ACTIVE
A502554,C101614,Current,BR1017,2025-09-15,1083595.97,ACTIVE
A502555,C101615,Current,BR1031,2025-01-07,434132.71,Active
A502556,C101615,Current,BR1036,2025-02-25,499822.93,DORMANT
A502557,C101616,Savings,BR1033,2024-05-30,96676.3,Dormant
A502558,C101617,Current,BR1012,2025-03-14,788943.8,ACTIVE
A502559,C101617,Savings,BR1020,2024-10-26,761868.88,ACTIVE
A502560,C101618,Savings,BR1014,2022-12-06,167164.32,ACTIVE
A502561,C101619,Savings,BR1016,2024-08-13,108731.6,ACTIVE
A502562,C101620,Term Deposit,BR1022,2025-11-17,252598.72,ACTIVE
A502563,C101621,Savings,BR1032,2023-11-26,191106.92,ACTIVE
A502564,C101622,Term Deposit,BR1022,2024-12-21,3025598.88,ACTIVE
A502565,C101622,Savings,BR1021,2024-09-30,444713.42,DORMANT
A502566,C101623,Savings,BR1011,2022-05-03,433839.53,ACTIVE
A502567,C101624,Current,BR1022,2025-09-24,406604.1,ACTIVE
A502568,C101625,Savings,BR1017,2024-03-01,292127.65,ACTIVE
A502569,C101626,Current,BR1006,2026-04-08,235907.59,ACTIVE
A502570,C101627,Term Deposit,BR1002,2025-01-24,1426540.19,DORMANT
A502571,C101628,Current,BR1020,2026-07-05,362392.41,ACTIVE
A502572,C101629,Savings,BR1034,2022-12-27,159492.37,ACTIVE
A502573,C101630,Term Deposit,BR1013,2025-05-04,1083389.07,ACTIVE
A502574,C101631,Current,BR1025,2023-06-23,844948.16,Active
A502575,C101631,Savings,BR1031,2023-08-11,255253.4,ACTIVE
A502576,C101631,Savings,BR1018,2023-08-27,118830.88,ACTIVE
A502577,C101632,Savings,BR1017,2024-11-08,496521.78,ACTIVE
A502578,C101633,Savings,BR1012,2023-01-21,527692.73,ACTIVE
A502579,C101634,Current,BR1016,2023-03-03,259402.57,ACTIVE
A502580,C101634,Term Deposit,BR1020,2023-03-30,1163451.57,ACTIVE
A502581,C101635,Savings,BR1026,2025-11-18,375152.7,DORMANT
A502582,C101636,Current,BR1006,2025-02-04,317285.65,ACTIVE
A502583,C101637,Savings,BR1009,2024-10-20,476179.62,ACTIVE
A502584,C101637,Savings,BR1016,2024-06-23,17535.78,ACTIVE
A502585,C101638,Savings,BR1006,2024-07-17,239928.13,DORMANT
A502586,C101638,Savings,BR1023,2024-06-26,97302.01,ACTIVE
A502587,C101638,Savings,BR1004,2024-06-29,88472.44,ACTIVE
A502588,C101639,Savings,BR1008,2024-04-04,497949.45,ACTIVE
A502589,C101639,Current,BR1031,2024-11-04,392914.39,ACTIVE
A502590,C101640,Current,BR1023,2024-10-22,381165.26,ACTIVE
A502591,C101640,Current,BR1006,2024-06-16,417554.58,ACTIVE
A502592,C101641,Savings,BR1031,2025-09-12,171775.92,ACTIVE
A502593,C101642,Savings,BR1017,2024-08-11,144215.91,DORMANT
A502594,C101643,Savings,BR1027,2026-02-25,48321.76,DORMANT
A502595,C101643,Savings,BR1010,2026-06-21,471327.58,Active
A502596,C101644,Current,BR1029,2025-09-05,2625664.15,Dormant
A502597,C101644,Savings,BR1033,2025-08-13,64005.35,ACTIVE
A502598,C101644,Current,BR1032,2025-09-11,1583111.66,ACTIVE
A502599,C101645,Term Deposit,BR1012,2023-04-16,1625200.05,DORMANT
A502600,C101646,Savings,BR1004,2023-01-17,206222.19,Active
A502601,C101647,Savings,BR1002,2024-03-24,297945.05,Active
A502602,C101648,Savings,BR1004,2024-02-28,319576.38,ACTIVE
A502603,C101649,Current,BR1018,2025-01-16,567985.66,Active
A502604,C101650,Current,BR1014,2023-01-02,566301.88,ACTIVE
A502605,C101651,Current,BR1014,2024-08-09,1400706.78,ACTIVE
A502606,C101652,Current,BR1018,2025-02-22,330893.21,ACTIVE
A502607,C101652,Term Deposit,BR1013,2025-11-21,2207986.14,ACTIVE
A502608,C101652,Savings,BR1036,2025-05-30,206313.07,Active
A502609,C101653,Current,BR1008,2025-01-17,814669.71,ACTIVE
A502610,C101654,Savings,BR1023,2024-08-09,70182.01,ACTIVE
A502611,C101654,Current,BR1026,2024-07-23,199825.64,ACTIVE
A502612,C101655,Savings,BR1036,2026-05-30,-404579.5,Active
A502613,C101655,Current,BR1021,2025-11-20,1254959.25,DORMANT
A502614,C101656,Savings,BR1023,2025-03-23,70770.14,DORMANT
A502615,C101656,Term Deposit,BR1020,2024-05-30,1091854.48,ACTIVE
A502616,C101657,Savings,BR1008,2025-07-25,545995.22,Active
A502617,C101657,Current,BR1019,2025-01-23,1586058.49,Active
A502618,C101658,Savings,BR1030,2024-06-19,62204.38,DORMANT
A502619,C101659,Term Deposit,BR1012,2025-04-12,2111790.81,Active
A502620,C101659,Savings,BR1031,2024-09-11,121589.97,Active
A502621,C101659,Savings,BR1030,2024-12-06,258264.71,ACTIVE
A502622,C101660,Current,BR1017,2026-02-05,690742.31,ACTIVE
A502623,C101661,Term Deposit,BR1029,2023-11-02,1905218.35,ACTIVE
A502624,C101662,Term Deposit,BR1023,2024-06-24,828987.53,ACTIVE
A502625,C101663,Savings,BR1014,2024-02-20,280267.5,Active
A502626,C101664,Savings,BR1005,2025-11-27,215802.9,Active
A502627,C101665,Savings,BR1009,2024-04-06,209229.99,DORMANT
A502628,C101666,Savings,BR1001,2024-05-23,310723.1,ACTIVE
A502629,C101666,Term Deposit,BR1022,2024-11-23,946906.42,DORMANT
A502630,C101667,Savings,BR1027,2022-04-04,552222.65,Active
A502631,C101667,Savings,BR1029,2022-11-11,503455.43,ACTIVE
A502632,C101668,Current,BR1024,2024-06-23,903140.91,ACTIVE
A502633,C101668,Savings,BR1020,2024-10-19,115848.79,Active
A502634,C101669,Current,BR1022,2024-08-25,1571279.49,DORMANT
A502635,C101669,Savings,BR1008,2023-08-28,169017.97,ACTIVE
A502636,C101669,Term Deposit,BR1034,2023-10-18,2157627.89,ACTIVE
A502637,C101670,Savings,BR1011,2022-12-30,221968.04,Active
A502638,C101670,Current,BR1036,2022-08-09,794126.27,ACTIVE
A502639,C101671,Savings,BR1012,2022-05-20,381322.26,Active
A502640,C101672,Savings,BR1036,2024-02-14,271760.14,ACTIVE
A502641,C101673,Savings,BR1012,2025-09-16,391549.01,ACTIVE
A502642,C101674,Current,BR1006,2023-11-12,134227.7,ACTIVE
A502643,C101675,Current,BR1033,2025-06-23,106694.08,ACTIVE
A502644,C101675,Savings,BR1036,2026-04-29,78463.36,DORMANT
A502645,C101676,Current,BR1021,2025-05-11,790891.74,ACTIVE
A502646,C101677,Term Deposit,BR1001,2025-01-16,807233.24,CLOSED
A502647,C101678,Savings,BR1008,2024-04-01,440169.97,ACTIVE
A502648,C101678,Savings,BR1011,2023-09-09,101246.59,ACTIVE
A502649,C101679,Current,BR1032,2025-07-30,295318.76,ACTIVE
A502650,C101680,Savings,BR1014,2023-05-13,176030.6,Active
A502651,C101681,Current,BR1029,2025-03-28,628387.26,ACTIVE
A502652,C101681,Savings,BR1002,2025-07-26,267404.71,ACTIVE
A502653,C101682,Savings,BR1021,2026-12-08,264535.98,CLOSED
A502654,C101683,Savings,BR1002,2024-07-08,414722.76,DORMANT
A502655,C101684,Savings,BR1014,2024-03-11,274672.24,ACTIVE
A502656,C101684,Savings,BR1032,2023-09-21,144876.58,ACTIVE
A502657,C101684,Savings,BR1002,2024-02-22,353915.32,Active
A502658,C101685,Term Deposit,BR1017,2024-02-12,329779.31,ACTIVE
A502659,C101685,Current,BR1001,2024-01-21,1385732.21,ACTIVE
A502660,C101686,Term Deposit,BR1028,2026-06-05,386738.56,Closed
A502661,C101686,Savings,BR1004,2025-07-21,226280.82,ACTIVE
A502662,C101686,Savings,BR1007,2025-05-24,469438.79,ACTIVE
A502663,C101687,Savings,BR1021,2024-09-15,496248.66,ACTIVE
A502664,C101687,Current,BR1017,2024-09-18,261537.97,ACTIVE
A502665,C101688,Savings,BR1023,2025-05-08,144721.07,ACTIVE
A502666,C101689,Savings,BR1007,2025-10-02,124437.01,ACTIVE
A502667,C101689,Savings,BR1024,2025-11-19,217182.67,ACTIVE
A502668,C101690,Savings,BR1035,2023-04-20,119554.77,ACTIVE
A502669,C101691,Term Deposit,BR1017,2022-09-06,400828.91,Dormant
A502670,C101691,Savings,BR1002,2022-11-23,1103265.6,Active
A502671,C101691,Savings,BR1011,2023-07-14,128667.8,ACTIVE
A502672,C101692,Savings,BR1020,2023-10-31,343611.26,ACTIVE
A502673,C101693,Current,BR1011,2022-11-27,201926.84,ACTIVE
A502674,C101693,Current,BR1009,2023-09-14,470846.21,Active
A502675,C101694,Savings,BR1026,2025-11-19,250083.76,ACTIVE
A502676,C101695,Savings,BR1024,2025-04-21,97223.18,CLOSED
A502677,C101695,Savings,BR1008,2025-02-03,173665.05,Dormant
A502678,C101695,Savings,BR1034,2024-10-23,737350.67,ACTIVE
A502679,C101696,Term Deposit,BR1027,2024-01-31,308066.43,ACTIVE
A502680,C101697,Savings,BR1014,2025-07-20,926600.63,DORMANT
A502681,C101697,Current,BR1030,2025-07-29,287502.8,Active
A502682,C101698,Term Deposit,BR1020,2023-03-10,1904586.68,ACTIVE
A502683,C101698,Term Deposit,BR1015,2023-03-28,5275865.87,ACTIVE
A502684,C101699,Current,BR1031,2022-08-06,569075.25,ACTIVE
A502685,C101700,Savings,BR1027,2024-05-12,247306.97,ACTIVE
A502686,C101700,Savings,BR1010,2025-01-13,27848.57,Active
A502687,C101701,Current,BR1004,2022-11-20,579547.61,ACTIVE
A502688,C101702,Current,BR1022,2024-05-27,1391768.77,DORMANT
A502689,C101703,Savings,BR1003,2023-06-08,111890.08,Active
A502690,C101704,Savings,BR1030,2024-01-12,167516.53,Active
A502691,C101705,Current,BR1031,2024-09-12,114735.33,Active
A502692,C101706,Current,BR1014,2022-05-04,177415.56,ACTIVE
A502693,C101706,Savings,BR1026,2022-10-16,257800.13,ACTIVE
A502694,C101707,Current,BR1030,2024-03-19,272873.89,ACTIVE
A502695,C101708,Savings,BR1002,2024-01-03,586829.14,Active
A502696,C101709,Current,BR1009,2025-12-14,656218.69,CLOSED
A502697,C101709,Current,BR1002,2025-11-23,155859.46,ACTIVE
A502698,C101710,Savings,BR1019,2026-10-22,129948.35,ACTIVE
A502699,C101711,Term Deposit,BR1023,2022-10-03,1339607.12,DORMANT
A502700,C101711,Savings,BR1025,2022-08-02,97872.92,Active
A502701,C101712,Savings,BR1021,2026-02-12,174462.16,DORMANT
A502702,C101713,Savings,BR1017,2026-01-10,431455.54,ACTIVE
A502703,C101713,Savings,BR1024,2026-01-01,148599.91,ACTIVE
A502704,C101713,Savings,BR1019,2025-11-13,101193.03,ACTIVE
A502705,C101714,Savings,BR1027,2025-08-04,228081.09,Dormant
A502706,C101714,Savings,BR1025,2026-04-30,1493278.07,DORMANT
A502707,C101715,Savings,BR1018,2024-11-15,105959.15,DORMANT
A502708,C101715,Current,BR1017,2024-08-17,196971.87,ACTIVE
A502709,C101716,Savings,BR1004,2023-10-06,94613.35,ACTIVE
A502710,C101717,Current,BR1028,2022-09-09,536020.25,ACTIVE
A502711,C101717,Savings,BR1031,2022-11-17,429923.26,ACTIVE
A502712,C101718,Savings,BR1020,2023-04-10,755233.67,ACTIVE
A502713,C101718,Current,BR1015,2023-01-11,1909702.47,Active
A502714,C101719,Savings,BR1015,2026-07-24,476742.3,Closed
A502715,C101720,Savings,BR1032,2026-06-22,260917.43,ACTIVE
A502716,C101721,Current,BR1030,2025-08-08,467374.61,ACTIVE
A502717,C101721,Savings,BR1025,2025-07-17,71374.46,Active
A502718,C101722,Savings,BR1019,2025-12-28,32038.02,ACTIVE
A502719,C101723,Current,BR1035,2024-08-06,569725.62,ACTIVE
A502720,C101723,Savings,BR1026,2024-02-05,358843.44,Active
A502721,C101724,Current,BR1009,2023-10-23,880797.26,ACTIVE
A502722,C101724,Savings,BR1026,2023-07-17,82178.16,ACTIVE
A502723,C101725,Savings,BR1010,2024-12-17,47034.83,ACTIVE
A502724,C101725,Savings,BR1036,2025-11-11,196666.01,ACTIVE
A502725,C101726,Savings,BR1014,2024-03-01,301316.64,DORMANT
A502726,C101727,Current,BR1028,2024-02-10,2151700.3,ACTIVE
A502727,C101727,Current,BR1020,2024-06-20,171652.53,ACTIVE
A502728,C101727,Current,BR1010,2024-11-05,355047.31,ACTIVE
A502729,C101728,Savings,BR1016,2024-07-14,252293.6,ACTIVE
A502730,C101729,Savings,BR1008,2025-08-20,37021.29,ACTIVE
A502731,C101729,Current,BR1031,2025-06-02,123405.65,ACTIVE
A502732,C101730,Savings,BR1028,2024-08-01,182749.46,ACTIVE
A502733,C101731,Savings,BR1035,2025-05-14,104797.01,ACTIVE
A502734,C101731,Savings,BR1002,2026-01-15,302596.37,ACTIVE
A502735,C101731,Savings,BR1011,2026-03-26,175983.82,Active
A502736,C101732,Current,BR1032,2024-09-28,1619701.27,ACTIVE
A502737,C101732,Current,BR1034,2024-12-17,429052.85,ACTIVE
A502738,C101732,Savings,BR1008,2025-02-04,207001.06,ACTIVE
A502739,C101733,Current,BR1031,2023-07-26,584904.43,ACTIVE
A502740,C101734,Term Deposit,BR1020,2026-07-22,3494878.51,ACTIVE
A502741,C101735,Savings,BR1019,2023-12-06,286146.07,ACTIVE
A502742,C101735,Savings,BR1025,2023-06-24,307046.61,DORMANT
A502743,C101736,Current,BR1025,2022-11-15,240690.37,Active
A502744,C101736,Current,BR1034,2023-06-13,550792.31,ACTIVE
A502745,C101737,Current,BR1006,2026-02-10,396468.37,Active
A502746,C101737,Term Deposit,BR1009,2026-03-02,857209.04,ACTIVE
A502747,C101738,Term Deposit,BR1010,2025-08-12,2404929.51,Active
A502748,C101738,Savings,BR1033,2025-12-15,126182.85,ACTIVE
A502749,C101739,Savings,BR1006,2023-09-21,210977.66,ACTIVE
A502750,C101740,Term Deposit,BR1035,2023-07-10,1104276.14,ACTIVE
A502751,C101741,Current,BR1030,2022-10-21,543251.31,ACTIVE
A502752,C101741,Current,BR1014,2022-09-14,295694.82,ACTIVE
A502753,C101742,Current,BR1021,2024-11-22,410262.25,ACTIVE
A502754,C101743,Savings,BR1012,2024-10-29,375000.45,ACTIVE
A502755,C101743,Current,BR1010,2024-12-13,232905.14,ACTIVE
A502756,C101744,Savings,BR1024,2025-01-29,49250.48,ACTIVE
A502757,C101744,Savings,BR1031,2024-12-15,90409.75,ACTIVE
A502758,C101745,Current,BR1006,2023-02-15,721950.3,CLOSED
A502759,C101745,Current,BR1024,2023-08-20,1129953.16,ACTIVE
A502760,C101745,Savings,BR1036,2023-12-07,53821.01,ACTIVE
A502761,C101746,Current,BR1028,2025-04-18,2360163.7,CLOSED
A502762,C101746,Savings,BR1009,2024-10-11,430701.94,ACTIVE
A502763,C101747,Savings,BR1013,2023-08-10,184128.94,ACTIVE
A502764,C101748,Current,BR1024,2023-09-06,232402.19,ACTIVE
A502765,C101749,Savings,BR1014,2024-03-14,42694.31,DORMANT
A502766,C101749,Term Deposit,BR1030,2024-09-13,882328.92,Active
A502767,C101750,Current,BR1009,2023-07-07,209720.73,Dormant
A502768,C101751,Savings,BR1024,2023-07-31,145954.26,ACTIVE
A502769,C101752,Savings,BR1015,2026-03-03,12717.41,DORMANT
A502770,C101752,Current,BR1036,2025-09-04,49836.11,ACTIVE
A502771,C101753,Current,BR1032,2024-02-11,651582.82,ACTIVE
A502772,C101754,Term Deposit,BR1027,2023-04-08,1592613.21,ACTIVE
A502773,C101755,Savings,BR1019,2025-01-23,435300.06,CLOSED
A502774,C101755,Savings,BR1019,2025-11-28,143585.98,ACTIVE
A502775,C101755,Current,BR1032,2025-12-19,1013565.12,ACTIVE
A502776,C101756,Current,BR1006,2023-05-19,147893.77,Active
A502777,C101757,Savings,BR1003,2025-08-06,223528.19,ACTIVE
A502778,C101757,Savings,BR1036,2025-08-27,610583.56,ACTIVE
A502779,C101758,Savings,BR1010,2023-03-19,242625.41,Active
A502780,C101758,Savings,BR1033,2023-05-08,563640.54,CLOSED
A502781,C101759,Savings,BR1008,2023-08-29,1583992.78,ACTIVE
A502782,C101760,Current,BR1027,2024-12-02,481465.47,ACTIVE
A502783,C101760,Current,BR1033,2024-11-01,286693.24,ACTIVE
A502784,C101760,Current,BR1030,2024-03-28,37588.76,ACTIVE
A502785,C101761,Savings,BR1026,2026-01-09,175114.32,ACTIVE
A502786,C101762,Term Deposit,BR1032,2024-05-30,1119129.42,ACTIVE
A502787,C101762,Term Deposit,BR1007,2025-06-12,1662131.71,ACTIVE
A502788,C101763,Current,BR1005,2023-08-04,491265.43,ACTIVE
A502789,C101764,Term Deposit,BR1028,2024-05-05,2497198.04,ACTIVE
A502790,C101764,Term Deposit,BR1004,2024-09-01,2873268.99,Active
A502791,C101765,Current,BR1002,2023-03-20,121374.34,ACTIVE
A502792,C101766,Savings,BR1029,2023-02-07,382938.62,ACTIVE
A502793,C101767,Savings,BR1022,2023-10-03,466707.53,CLOSED
A502794,C101768,Savings,BR1016,2025-04-20,86086.98,Active
A502795,C101769,Term Deposit,BR1027,2025-09-20,239514.47,ACTIVE
A502796,C101770,Savings,BR1009,2022-08-10,54927.54,ACTIVE
A502797,C101770,Savings,BR1032,2022-11-09,224265.69,ACTIVE
A502798,C101771,Savings,BR1007,2024-03-18,32947.78,ACTIVE
A502799,C101772,Term Deposit,BR1003,2025-12-18,2522106.99,ACTIVE
A502800,C101772,Current,BR1004,2026-02-03,457261.69,Active
A502801,C101773,Savings,BR1007,2024-11-14,28574.87,ACTIVE
A502802,C101773,Current,BR1033,2024-02-10,148464.85,ACTIVE
A502803,C101774,Savings,BR1002,2023-11-08,87758.74,ACTIVE
A502804,C101774,Savings,BR1004,2024-02-07,849521.38,Active
A502805,C101775,Savings,BR1032,2024-02-21,351328.42,ACTIVE
A502806,C101776,Current,BR1033,2024-05-28,186831.22,ACTIVE
A502807,C101776,Savings,BR1007,2025-04-21,511866.42,ACTIVE
A502808,C101777,Savings,BR1035,2023-04-14,448930.0,ACTIVE
A502809,C101777,Current,BR1031,2023-06-04,526688.67,ACTIVE
A502810,C101778,Savings,BR1001,2024-10-13,591999.41,Active
A502811,C101778,Savings,BR1003,2025-04-01,49083.04,ACTIVE
A502812,C101778,Savings,BR1013,2025-08-14,282048.68,ACTIVE
A502813,C101779,Current,BR1022,2023-04-01,99698.01,ACTIVE
A502814,C101780,Savings,BR1014,2024-03-04,160245.64,ACTIVE
A502815,C101781,Savings,BR1028,2024-12-16,220603.58,Active
A502816,C101782,Current,BR1002,2025-10-03,1551751.02,ACTIVE
A502817,C101783,Current,BR1005,2025-06-02,60843.07,Active
A502818,C101783,Current,BR1008,2025-02-07,490904.71,DORMANT
A502819,C101783,Current,BR1009,2025-01-26,2457051.73,ACTIVE
A502820,C101784,Savings,BR1010,2025-06-11,111751.57,ACTIVE
A502821,C101784,Current,BR1003,2025-02-27,696496.66,Active
A502822,C101785,Current,BR1010,2022-06-12,1787871.58,ACTIVE
A502823,C101786,Savings,BR1030,2024-05-03,125909.17,DORMANT
A502824,C101786,Savings,BR1018,2025-03-07,43776.25,DORMANT
A502825,C101787,Term Deposit,BR1004,2023-09-15,554176.09,Active
A502826,C101788,Savings,BR1009,2023-01-21,266304.47,Active
A502827,C101788,Savings,BR1028,2022-12-22,266880.82,ACTIVE
A502828,C101789,Current,BR1010,2025-08-17,731638.93,Active
A502829,C101790,Term Deposit,BR1036,2024-10-24,646500.7,Active
A502830,C101791,Current,BR1007,2025-07-02,1804078.07,ACTIVE
A502831,C101792,Savings,BR1009,2025-06-28,259699.06,ACTIVE
A502832,C101793,Term Deposit,BR1002,2024-04-30,952870.26,Dormant
A502833,C101794,Savings,BR1011,2025-09-09,657718.47,ACTIVE
A502834,C101795,Savings,BR1024,2023-09-01,44383.27,ACTIVE
A502835,C101796,Current,BR1016,2024-06-09,257372.8,ACTIVE
A502836,C101797,Savings,BR1010,2022-06-05,173793.5,DORMANT
A502837,C101797,Savings,BR1019,2023-04-30,251266.46,ACTIVE
A502838,C101798,Current,BR1009,2024-03-03,2114399.31,ACTIVE
A502839,C101798,Current,BR1026,2024-02-17,259268.98,ACTIVE
A502840,C101799,Savings,BR1024,2024-04-16,289522.11,ACTIVE
A502841,C101799,Savings,BR1031,2024-06-07,216429.53,ACTIVE
A502842,C101800,Savings,BR1016,2023-12-05,164189.95,ACTIVE
A502843,C101800,Savings,BR1013,2023-06-28,298959.03,ACTIVE
A502844,C101801,Current,BR1002,2024-04-21,52041.25,CLOSED
A502845,C101802,Term Deposit,BR1012,2024-02-09,830154.84,Active
A502846,C101802,Current,BR1028,2023-06-28,768970.22,DORMANT
A502847,C101802,Savings,BR1018,2024-04-15,191497.32,Active
A502848,C101803,Term Deposit,BR1027,2024-08-21,453353.66,Active
A502849,C101804,Savings,BR1032,2024-12-23,697461.22,ACTIVE
A502850,C101805,Current,BR1028,2022-10-01,403374.89,ACTIVE
A502851,C101806,Savings,BR1032,2025-06-14,153169.0,Active
A502852,C101806,Current,BR1031,2025-08-01,376346.11,ACTIVE
A502853,C101807,Current,BR1026,2026-02-18,333568.53,Active
A502854,C101807,Savings,BR1006,2026-01-17,256907.04,ACTIVE
A502855,C101808,Savings,BR1029,2025-04-05,107831.17,ACTIVE
A502856,C101809,Savings,BR1010,2023-01-29,786374.76,ACTIVE
A502857,C101810,Savings,BR1013,2025-05-12,-71462.25,ACTIVE
A502858,C101810,Current,BR1018,2025-03-01,117375.51,ACTIVE
A502859,C101811,Savings,BR1003,2023-03-24,223739.84,ACTIVE
A502860,C101812,Savings,BR1027,2024-07-16,173584.4,Active
