transaction_id,account_id,channel,merchant_category,transaction_date,amount_pkr,direction
T9108032,A517872,Mobile App,Transfer,2025-12-31 03:03:00,8508.55,CREDIT
T9042961,A501656,Mobile App,Retail,2025-11-21 19:54:40,3489.62,DEBIT
T9176563,A505123,Branch Counter,Utilities,2025-04-23 07:31:06,11020.66,DEBIT
T9099140,A515709,Mobile App,Salary Credit,2023-11-07 06:35:12,115164.54,CREDIT
T9147735,A500189,POS,Salary Credit,2025-03-18 06:11:16,54669.51,DEBIT
T9208844,A511489,Mobile App,Groceries,2025-10-28 02:47:24,4361.65,DEBIT
T9040067,A516864,Internet Banking,Travel,2023-07-11 11:33:33,10640.44,DEBIT
T9132994,A506441,Internet Banking,Cash Withdrawal,2025-03-18 16:58:44,2951.43,DEBIT
T9017958,A512351,POS,Retail,2025-12-26 21:36:04,1205.26,DEBIT
T9211292,A500424,ATM,Cash Withdrawal,2024-09-11 15:40:35,1606.83,DEBIT
T9192442,A501809,Mobile App,Restaurants,2025-04-18 07:31:41,6972.65,DEBIT
T9019377,A503848,ATM,Salary Credit,2025-03-29 11:00:38,253831.74,CREDIT
T9016987,A502647,Mobile App,Transfer,2025-03-27 19:46:40,2003.61,CREDIT
T9258439,A508563,Mobile App,Utilities,2025-11-05 17:22:38,1724.41,DEBIT
T9191012,A511370,Internet Banking,Transfer,2025-12-04 22:34:09,38815.42,CREDIT
T9185675,A506420,POS,Transfer,2024-06-25 21:22:38,4912.62,CREDIT
T9075364,A511433,POS,Fuel,2024-03-14 07:16:55,3405.29,DEBIT
T9069129,A506860,Branch Counter,Retail,2025-12-31 01:24:59,1293.21,DEBIT
T9249349,A509716,Mobile App,Restaurants,2025-03-15 11:24:51,5683.51,DEBIT
T9008869,A511042,Mobile App,Groceries,2024-07-01 00:38:30,2213.96,DEBIT
T9114348,A517059,ATM,Fuel,2025-12-21 06:12:04,12334.64,DEBIT
T9116191,A517449,ATM,Groceries,2025-08-28 14:45:08,1649.91,DEBIT
T9158952,A505838,POS,Fuel,2024-12-13 12:52:16,5874.64,DEBIT
T9117396,A508644,POS,Utilities,2024-10-09 16:00:32,,DEBIT
T9137820,A518512,Mobile App,Retail,2025-12-31 10:15:08,26865.4,DEBIT
T9108776,A506521,Mobile App,Restaurants,2024-08-28 15:16:20,1137.28,DEBIT
T9124852,A514609,ATM,Healthcare,2023-10-09 01:09:49,3467.36,DEBIT
T9047733,A505744,Mobile App,Utilities,2024-09-02 12:53:44,21737.33,DEBIT
T9185796,A503079,Mobile App,Retail,2025-03-26 22:45:53,1094.14,DEBIT
T9136655,A516906,Mobile App,Education,2025-10-30 18:08:19,28768.19,DEBIT
T9183292,A507836,POS,Fuel,2025-10-14 04:33:05,2337.31,DEBIT
T9209688,A500243,Mobile App,Travel,2024-11-03 15:37:05,3378.8,DEBIT
T9046178,A508272,POS,Transfer,2025-04-19 21:20:38,3058.29,CREDIT
T9225007,A517630,Branch Counter,Cash Withdrawal,2025-12-31 01:41:18,2578.9,DEBIT
T9147146,A502798,Mobile App,Groceries,2024-05-29 11:53:29,10142.5,DEBIT
T9209106,A508002,ATM,Groceries,2024-05-06 08:19:09,3110.67,DEBIT
T9115027,A510132,Internet Banking,Healthcare,2025-12-31 14:14:55,3198.2,DEBIT
T9014600,A501855,POS,Fuel,2024-07-25 22:48:09,5756.41,DEBIT
T9126985,A511140,ATM,Transfer,2024-10-09 08:38:16,3271.7,CREDIT
T9046793,A502555,Mobile App,Transfer,2025-01-09 10:47:18,2412.11,DEBIT
T9235079,A513390,Internet Banking,Education,2023-08-06 05:38:07,1752.83,DEBIT
T9145954,A517570,Mobile App,Fuel,2023-01-21 23:12:32,19021.08,DEBIT
T9234423,A509094,Internet Banking,Fuel,2025-08-04 06:11:21,6092.43,DEBIT
T9055635,A508596,Internet Banking,Transfer,2023-01-27 09:51:12,3517.77,DEBIT
T9227005,A517887,Internet Banking,Restaurants,2025-12-31 01:39:54,7657.42,DEBIT
T9216961,A500203,Mobile App,Transfer,2023-05-10 10:45:09,17300.52,DEBIT
T9061250,A505650,POS,Retail,2025-04-25 20:58:53,13233.94,DEBIT
T9226739,A504166,POS,Retail,2024-07-31 12:03:58,22959.27,DEBIT
T9138729,A513803,Mobile App,Retail,2024-04-08 11:56:50,7582.15,DEBIT
T9049567,A505354,POS,Education,2025-05-09 13:02:24,14560.69,DEBIT
T9015894,A516444,POS,Education,2023-10-22 04:58:24,5506.39,DEBIT
T9220669,A509195,ATM,Fuel,2023-12-19 02:29:20,2751.4,DEBIT
T9009222,A510879,Mobile App,Salary Credit,2025-09-02 22:06:24,748947.9,DEBIT
T9019608,A518107,ATM,Fuel,2023-09-13 20:01:06,4844.16,DEBIT
T9034430,A504814,Mobile App,Transfer,2025-04-30 06:56:08,3289.51,CREDIT
T9165920,A506943,Mobile App,Groceries,2025-06-30 02:08:46,2439.52,DEBIT
T9071548,A504413,ATM,Utilities,2024-11-14 14:00:33,6403.91,DEBIT
T9242631,A502160,ATM,Fuel,2024-05-12 18:59:00,52781.43,DEBIT
T9143314,A505482,ATM,Restaurants,2023-05-13 00:50:11,2037.39,DEBIT
T9001050,A514999,POS,Utilities,2025-12-31 01:53:36,247.95,DEBIT
T9212454,A501228,Mobile App,Groceries,2024-04-23 17:43:31,65085.3,DEBIT
T9121624,A513883,Mobile App,Restaurants,2025-10-02 19:06:27,3268.51,DEBIT
T9095139,A509678,Mobile App,Utilities,2025-12-07 20:25:40,8692.17,DEBIT
T9219946,A507440,POS,Transfer,2024-11-02 16:18:17,50000.32,CREDIT
T9000865,A507944,ATM,Restaurants,2024-09-19 15:50:15,2863.72,DEBIT
T9256753,A508769,ATM,Utilities,2024-03-14 10:13:06,1037.3,DEBIT
T9232250,A512858,Internet Banking,Fuel,2025-10-23 03:55:04,6775.77,DEBIT
T9099092,A512623,POS,Transfer,2024-10-09 09:27:08,1932.21,DEBIT
T9175863,A510721,Mobile App,Fuel,2025-12-31 11:20:35,4392.81,DEBIT
T9218017,A515082,Branch Counter,Utilities,2024-07-15 16:59:05,1757.97,DEBIT
T9181925,A505689,Mobile App,Restaurants,2023-02-18 19:27:39,2569.95,DEBIT
T9121619,A508587,Internet Banking,Utilities,2022-08-22 11:36:23,16560.41,DEBIT
T9030260,A505163,Mobile App,Restaurants,2025-09-08 17:36:19,542.87,DEBIT
T9220601,A502109,Mobile App,Transfer,2024-02-29 19:01:02,503.63,CREDIT
T9106252,A509110,ATM,Retail,2025-12-31 02:33:48,825.56,DEBIT
T9131687,A511960,Mobile App,Healthcare,2025-05-09 03:39:15,2996.67,DEBIT
T9064924,A508321,Internet Banking,Fuel,2024-03-17 16:21:29,1481.82,DEBIT
T9187809,A516184,Internet Banking,Retail,2025-12-31 21:51:17,889.79,DEBIT
T9067720,A505202,Mobile App,Groceries,2025-12-31 14:33:58,3929.06,DEBIT
T9065729,A511905,ATM,Fuel,2025-07-06 12:17:21,2959.43,DEBIT
T9041984,A517836,Mobile App,Restaurants,2024-09-14 04:54:28,13609.19,DEBIT
T9095450,A503271,Mobile App,Cash Withdrawal,2025-11-08 18:36:10,2049.46,DEBIT
T9194437,A516581,POS,Salary Credit,2025-12-31 00:38:05,29953.9,CREDIT
T9258486,A504268,POS,Fuel,2025-12-31 18:59:50,774.08,DEBIT
T9018169,A501491,POS,Transfer,2024-06-03 12:31:15,56486.26,CREDIT
T9136568,A511625,POS,Healthcare,2025-12-24 13:48:39,1407.87,DEBIT
T9027145,A508677,Mobile App,Retail,2023-06-13 06:18:43,21850.49,DEBIT
T9171047,A506898,Branch Counter,Transfer,2025-01-24 02:06:13,2676.73,CREDIT
T9073479,A510511,Internet Banking,Utilities,2024-01-27 00:55:11,9597.19,DEBIT
T9196009,A500765,Mobile App,Groceries,2025-12-31 15:17:35,7886.79,DEBIT
T9005121,A507493,Mobile App,Cash Withdrawal,2024-06-08 23:13:40,96758.51,DEBIT
T9027138,A508771,Internet Banking,Travel,2025-09-17 07:23:43,12459.93,DEBIT
T9151775,A501517,Internet Banking,Transfer,2025-12-31 13:52:14,5913.93,CREDIT
T9115023,A505406,Mobile App,Fuel,2024-11-05 00:07:48,9843.1,DEBIT
T9024830,A508923,Mobile App,Groceries,2024-12-08 23:40:34,28681.2,DEBIT
T9187386,A506096,ATM,Groceries,2024-09-07 02:45:40,2288.68,DEBIT
T9075934,A507616,Mobile App,Retail,2025-12-24 13:07:35,9625.56,DEBIT
T9193891,A516380,POS,Retail,2023-11-17 21:30:20,838.74,DEBIT
T9000984,A504316,Mobile App,Fuel,2023-01-16 08:01:00,979.28,DEBIT
T9149845,A516706,Mobile App,Groceries,2025-11-26 08:57:27,562.45,DEBIT
T9205821,A507931,ATM,Retail,2024-01-28 17:16:11,2797.92,DEBIT
T9191878,A502869,Internet Banking,Fuel,2025-06-10 13:04:36,47207.4,DEBIT
T9229410,A507241,POS,Salary Credit,2025-03-07 15:46:21,94045.07,CREDIT
T9090735,A507705,ATM,Retail,2025-12-01 14:14:42,2502.09,DEBIT
T9203693,A512768,POS,Groceries,2025-07-30 09:11:41,11158.59,DEBIT
T9252432,A513481,Internet Banking,Education,2025-12-17 00:19:35,22666.9,DEBIT
T9065564,A514701,Mobile App,Retail,2023-05-04 21:47:01,7092.16,DEBIT
T9060672,A507298,Branch Counter,Groceries,2024-07-04 07:01:34,7461.28,DEBIT
T9149563,A509585,Mobile App,Cash Withdrawal,2024-11-08 06:40:23,3523.14,DEBIT
T9129606,A506997,Mobile App,Healthcare,2025-06-10 13:14:49,2855.27,DEBIT
T9242809,A513555,POS,Fuel,2025-06-24 15:34:44,31811.14,DEBIT
T9231719,A506356,ATM,Groceries,2024-09-09 06:45:31,6942.1,DEBIT
T9111875,A507243,POS,Retail,2025-12-31 22:57:01,5755.86,DEBIT
T9204396,A511951,Mobile App,Cash Withdrawal,2022-10-19 23:57:08,1568.71,DEBIT
T9121274,A516481,Branch Counter,Groceries,2025-04-15 09:03:19,9572.36,DEBIT
T9048996,A518424,ATM,Utilities,2025-12-25 23:00:41,4945.74,DEBIT
T9036508,A501060,Mobile App,Salary Credit,2024-05-22 19:08:02,82738.85,DEBIT
T9003864,A510107,Internet Banking,Travel,2025-05-01 03:23:58,297510.82,DEBIT
T9043310,A501696,POS,Restaurants,2023-09-04 08:37:11,37054.48,DEBIT
T9177010,A515106,Branch Counter,Salary Credit,2025-12-31 07:19:04,15265.87,DEBIT
T9042147,A517565,Branch Counter,Healthcare,2024-09-20 06:40:55,1060.38,DEBIT
T9100078,A514431,ATM,Education,2025-11-23 19:44:07,13005.89,DEBIT
T9012531,A514962,Mobile App,Fuel,2024-08-19 13:52:42,2482.89,DEBIT
T9162485,A510060,ATM,Travel,2024-07-16 23:52:16,31218.31,DEBIT
T9079165,A515287,POS,Transfer,2023-03-02 16:21:59,700.92,CREDIT
T9181384,A506281,ATM,Salary Credit,2024-07-26 17:54:39,188250.95,CREDIT
T9226461,A507690,Branch Counter,Transfer,2024-02-26 00:47:38,3283.92,CREDIT
T9232506,A516370,ATM,Restaurants,2025-12-31 09:02:00,1447.73,DEBIT
T9186630,A504409,POS,Groceries,2025-11-06 00:54:43,589.61,DEBIT
T9239565,A506606,Branch Counter,Cash Withdrawal,2024-02-03 02:40:17,35470.53,DEBIT
T9209535,A511000,Branch Counter,Transfer,2025-12-29 06:26:26,8005.12,CREDIT
T9130430,A516350,POS,Fuel,2025-02-07 02:49:44,6461.85,DEBIT
T9068196,A517989,Mobile App,Salary Credit,2024-01-09 13:09:15,132634.13,DEBIT
T9026715,A500302,Mobile App,Transfer,2023-11-09 02:12:46,263.08,CREDIT
T9209593,A515250,Internet Banking,Education,2022-11-08 04:21:13,1446.36,DEBIT
T9220198,A504322,POS,Restaurants,2023-11-03 09:37:08,2385.05,DEBIT
T9180449,A504307,ATM,Groceries,2025-11-14 09:41:29,4389.86,DEBIT
T9041394,A518341,Mobile App,Fuel,2023-02-08 16:14:47,1793.88,DEBIT
T9005503,A509000,ATM,Retail,2022-11-04 07:29:26,500.1,DEBIT
T9066036,A508218,Mobile App,Fuel,2025-09-20 13:40:22,5261.46,DEBIT
T9126530,A511003,ATM,Retail,2024-03-27 06:26:03,2069.05,DEBIT
T9159394,A502426,POS,Utilities,2024-12-05 19:47:28,7266.02,DEBIT
T9226699,A514109,Branch Counter,Cash Withdrawal,2025-09-23 03:34:23,1327.3,DEBIT
T9110089,A511312,Branch Counter,Transfer,2024-10-18 09:28:22,5169.43,CREDIT
T9137126,A514131,ATM,Restaurants,2022-08-23 03:02:11,8713.69,DEBIT
T9183452,A511919,Branch Counter,Groceries,2025-12-11 03:02:58,52684.9,DEBIT
T9064385,A511299,Mobile App,Transfer,2025-02-17 18:54:56,4080.91,CREDIT
T9071562,A513264,Internet Banking,Utilities,2023-10-06 08:49:57,28242.49,DEBIT
T9033050,A514641,POS,Restaurants,2025-12-06 12:40:37,831.74,DEBIT
T9103348,A515196,Mobile App,Transfer,2025-10-07 21:40:38,7408.12,DEBIT
T9040006,A515226,ATM,Utilities,2024-01-20 12:27:05,9497.73,DEBIT
T9017560,A508050,Mobile App,Travel,2025-10-01 19:23:56,42571.11,DEBIT
T9180951,A517643,Mobile App,Transfer,2024-11-25 19:01:05,2251.52,CREDIT
T9063581,A510117,Mobile App,Groceries,2023-07-03 06:56:46,4861.46,DEBIT
T9081133,A511442,Mobile App,Groceries,2025-10-28 03:17:49,107.72,DEBIT
T9160354,A511812,POS,Retail,2025-06-25 01:25:33,3780.93,DEBIT
T9108322,A514408,Mobile App,Salary Credit,2025-09-19 18:02:25,15394.22,CREDIT
T9230608,A502590,POS,Salary Credit,2025-10-20 09:12:22,3415.83,DEBIT
T9190019,A506857,Mobile App,Retail,2025-10-23 07:11:28,14499.55,DEBIT
T9023122,A506338,Internet Banking,Transfer,2025-04-27 16:29:23,4665.91,CREDIT
T9192263,A515972,Mobile App,Salary Credit,2025-01-16 21:32:34,14134.0,CREDIT
T9142084,A508686,ATM,Groceries,2025-11-06 16:14:23,978.94,DEBIT
T9145156,A510647,ATM,Travel,2025-12-31 17:07:52,22951.52,DEBIT
T9007221,A515917,Mobile App,Fuel,2025-01-12 05:50:49,35625.77,DEBIT
T9188133,A510372,POS,Groceries,2025-02-17 15:18:13,625.06,DEBIT
T9200305,A501564,Internet Banking,Fuel,2025-04-08 02:00:52,354.91,DEBIT
T9031807,A516893,POS,Healthcare,2024-04-15 07:56:40,6014.4,DEBIT
T9244237,A516179,Mobile App,Fuel,2024-09-24 22:39:06,50553.56,DEBIT
T9257355,A501800,Internet Banking,Cash Withdrawal,2025-05-29 01:16:37,28100.21,DEBIT
T9242627,A502569,Mobile App,Groceries,2025-12-31 04:57:10,2534.0,DEBIT
T9016906,A515928,Mobile App,Utilities,2023-08-24 00:44:57,21711.05,DEBIT
T9088328,A517604,Mobile App,Restaurants,2025-11-02 13:09:55,1558.77,DEBIT
T9037707,A504763,POS,Education,2025-12-26 23:57:23,1873.74,DEBIT
T9187896,A502953,Mobile App,Restaurants,2025-06-12 08:58:38,15987.44,DEBIT
T9091965,A511014,POS,Groceries,2025-02-21 21:02:32,981.2,DEBIT
T9046872,A514264,Internet Banking,Utilities,2024-02-22 12:44:36,3268.17,DEBIT
T9219207,A507101,ATM,Transfer,2025-12-31 18:16:39,2553.11,CREDIT
T9138112,A509227,Mobile App,Retail,2025-09-14 07:57:32,1614.99,DEBIT
T9208100,A510152,Mobile App,Fuel,2023-05-01 23:22:27,1101.74,DEBIT
T9111960,A504837,POS,Education,2025-12-06 13:32:23,17177.92,DEBIT
T9190742,A506675,POS,Retail,2024-10-07 06:24:47,698.42,DEBIT
T9128762,A504172,Mobile App,Education,2025-09-19 10:57:16,51176.89,DEBIT
T9190684,A507618,Internet Banking,Retail,2023-11-19 01:42:43,2625.77,DEBIT
T9218906,A513057,Mobile App,Transfer,2024-07-17 12:03:38,9072.83,CREDIT
T9124035,A510385,Mobile App,Salary Credit,2025-12-31 02:37:05,25263.63,CREDIT
T9119165,A500260,ATM,Transfer,2024-01-26 17:06:22,17200.01,DEBIT
T9126359,A517918,Mobile App,Cash Withdrawal,2025-11-06 12:03:47,4355.7,DEBIT
T9235717,A511774,Mobile App,Education,2025-02-08 22:09:29,472.05,DEBIT
T9091029,A502668,ATM,Restaurants,2024-05-13 04:02:14,19900.53,DEBIT
T9224040,A511589,Mobile App,Restaurants,2023-08-30 07:42:56,3796.05,DEBIT
T9154139,A511265,POS,Restaurants,2025-02-01 04:55:36,1963.87,DEBIT
T9092486,A512505,POS,Retail,2025-12-14 07:59:20,4611.69,DEBIT
T9027366,A510524,Mobile App,Healthcare,2022-08-30 19:51:53,2480.76,DEBIT
T9100841,A516300,POS,Groceries,2025-05-18 19:10:14,5865.27,DEBIT
T9052679,A512928,POS,Healthcare,2024-08-16 15:06:02,3569.15,DEBIT
T9052274,A502928,POS,Groceries,2025-07-23 12:23:37,161.47,DEBIT
T9164003,A506703,ATM,Groceries,2025-03-14 14:52:07,18414.0,DEBIT
T9102248,A505352,Mobile App,Groceries,2025-02-21 04:38:54,16945.56,DEBIT
T9185653,A501686,ATM,Cash Withdrawal,2024-04-03 15:12:13,3838.46,DEBIT
T9131596,A502812,POS,Groceries,2025-09-09 15:03:29,1946.29,DEBIT
T9187097,A512839,Internet Banking,Fuel,2024-09-04 06:20:12,5966.66,DEBIT
T9243259,A509799,Mobile App,Healthcare,2024-02-24 06:13:01,9732.42,DEBIT
T9112995,A516898,Internet Banking,Salary Credit,2025-12-19 20:58:45,298348.44,CREDIT
T9086942,A503776,Mobile App,Groceries,2025-12-31 14:10:06,5706.14,DEBIT
T9201158,A501252,ATM,Retail,2025-12-31 23:00:47,7458.84,DEBIT
T9159650,A506631,POS,Utilities,2023-09-28 22:21:47,26384.52,DEBIT
T9258359,A517459,Mobile App,Groceries,2025-12-31 04:26:32,4630.57,DEBIT
T9103161,A504347,Mobile App,Groceries,2025-11-06 05:30:53,8491.86,DEBIT
T9037197,A509467,POS,Education,2024-09-29 09:17:27,2556.94,DEBIT
T9179131,A502411,Mobile App,Restaurants,2023-03-07 05:00:27,1085.9,DEBIT
T9108125,A511118,ATM,Education,2025-08-30 07:54:05,11076.18,DEBIT
T9027184,A517093,Mobile App,Restaurants,2023-10-26 19:42:45,2867.29,DEBIT
T9041527,A500481,POS,Education,2025-06-09 08:58:43,42172.74,DEBIT
T9208341,A511673,ATM,Travel,2024-10-31 19:02:54,37730.52,DEBIT
T9109466,A502650,Mobile App,Salary Credit,2023-12-04 14:44:23,22049.52,CREDIT
T9259738,A517237,Branch Counter,Retail,2025-05-07 09:44:38,,DEBIT
T9143841,A509251,POS,Education,2022-10-14 14:47:11,10634.73,DEBIT
T9105579,A518477,Mobile App,Retail,2024-10-03 08:02:02,3383.82,DEBIT
T9071727,A512233,Mobile App,Groceries,2024-01-05 16:43:38,110042.95,DEBIT
T9077025,A510918,Mobile App,Utilities,2024-05-01 11:47:06,7030.22,DEBIT
T9133693,A514130,Internet Banking,Groceries,2024-05-14 03:07:26,1270.48,DEBIT
T9194545,A502874,ATM,Groceries,2025-03-25 22:55:12,4619.32,DEBIT
T9214962,A510828,POS,Restaurants,2025-05-04 09:49:28,485.81,DEBIT
T9219783,A517633,POS,Transfer,2025-12-31 23:36:32,25448.05,CREDIT
T9074548,A505385,Mobile App,Cash Withdrawal,2025-05-07 11:31:51,3489.26,DEBIT
T9038089,A502010,ATM,Utilities,2025-11-09 08:10:58,4150.43,DEBIT
T9045927,A516141,Mobile App,Retail,2025-09-17 19:22:40,35137.38,DEBIT
T9004361,A512607,ATM,Groceries,2024-11-17 17:33:28,4556.67,DEBIT
T9051109,A516600,Branch Counter,Groceries,2023-08-11 10:22:23,3177.77,DEBIT
T9030297,A516290,Internet Banking,Cash Withdrawal,2024-01-26 23:39:29,10185.33,DEBIT
T9194821,A509042,POS,Education,2024-03-30 22:58:03,2473.19,DEBIT
T9075258,A512040,Mobile App,Transfer,2025-11-03 02:57:36,8718.63,CREDIT
T9175059,A518622,POS,Retail,2023-04-10 06:29:56,5037.75,DEBIT
T9168840,A513121,ATM,Cash Withdrawal,2025-12-14 21:03:13,9818.59,DEBIT
T9033929,A511947,Mobile App,Fuel,2025-03-14 23:56:38,18445.08,DEBIT
T9099168,A500540,Mobile App,Retail,2024-11-13 01:41:20,53948.2,DEBIT
T9085038,A509548,Mobile App,Transfer,2024-06-12 19:59:24,2062.15,CREDIT
T9037728,A512024,Internet Banking,Cash Withdrawal,2025-12-31 13:50:38,1200.88,DEBIT
T9098239,A517578,POS,Groceries,2025-11-30 12:34:59,2219.1,DEBIT
T9248313,A505600,Mobile App,Transfer,2025-12-31 17:18:52,1505.43,DEBIT
T9015252,A504965,Internet Banking,Groceries,2025-04-16 09:38:18,3600.36,DEBIT
T9045276,A511121,Mobile App,Restaurants,2025-03-05 20:27:15,3583.78,DEBIT
T9076554,A515181,Mobile App,Groceries,2024-10-08 09:35:53,517.27,DEBIT
T9151512,A510765,ATM,Transfer,2024-09-13 00:07:55,2145.37,DEBIT
T9206847,A509720,Branch Counter,Salary Credit,2025-12-31 03:15:04,10846.77,CREDIT
T9139608,A512470,Mobile App,Travel,2023-04-06 00:31:13,62914.01,DEBIT
T9239140,A515318,ATM,Retail,2025-07-11 13:13:25,2622.36,DEBIT
T9226378,A511224,Mobile App,Cash Withdrawal,2025-11-06 08:48:26,12153.59,DEBIT
T9133910,A513448,Mobile App,Transfer,2025-01-12 18:05:01,749.83,DEBIT
T9089488,A505031,Mobile App,Fuel,2024-02-08 16:50:47,2954.33,DEBIT
T9108440,A512654,ATM,Transfer,2025-01-16 20:00:17,7858.61,DEBIT
T9183395,A510445,ATM,Fuel,2025-02-17 20:28:58,25118.4,DEBIT
T9012534,A508850,Branch Counter,Utilities,2023-12-01 19:44:08,662.12,DEBIT
T9047824,A513626,Internet Banking,Travel,2025-09-19 15:56:35,12932.66,DEBIT
T9247454,A500000,Branch Counter,Salary Credit,2025-06-07 13:33:39,61063.6,CREDIT
T9004938,A512277,Internet Banking,Restaurants,2023-11-01 06:14:06,144.82,DEBIT
T9232577,A514157,Branch Counter,Healthcare,2025-06-02 16:55:32,11167.81,DEBIT
T9218836,A515512,Internet Banking,Utilities,2024-02-19 04:43:19,18678.25,DEBIT
T9009462,A511767,Mobile App,Education,2025-03-19 15:03:37,1030.96,DEBIT
T9158827,A514902,ATM,Retail,2025-12-23 02:21:41,723.85,DEBIT
T9254882,A503487,Mobile App,Groceries,2023-09-16 01:02:23,1973.15,DEBIT
T9157598,A505402,Internet Banking,Travel,2025-12-10 11:20:35,11292.05,DEBIT
T9197121,A515678,Mobile App,Cash Withdrawal,2023-10-21 03:12:50,24935.96,DEBIT
T9183872,A509315,Internet Banking,Education,2025-05-21 03:18:35,19122.67,DEBIT
T9004227,A518082,POS,Fuel,2025-12-16 22:59:20,810.36,DEBIT
T9109057,A508286,Branch Counter,Groceries,2022-10-20 08:35:11,4901.91,DEBIT
T9217640,A513509,ATM,Restaurants,2024-11-04 17:19:26,2583.74,DEBIT
T9175118,A500372,Mobile App,Cash Withdrawal,2025-06-12 07:52:51,925.33,DEBIT
T9046918,A510439,Mobile App,Retail,2025-08-10 16:00:56,2766.12,DEBIT
T9047244,A514849,Mobile App,Restaurants,2023-03-30 20:18:04,9316.44,DEBIT
T9227013,A518158,POS,Retail,2025-07-17 05:40:16,692.19,DEBIT
T9043299,A508387,POS,Utilities,2025-12-19 11:37:46,1960.34,DEBIT
T9213176,A500042,Mobile App,Restaurants,2025-01-31 15:42:10,4195.67,DEBIT
T9151230,A502375,Mobile App,Groceries,2025-08-02 11:16:03,17256.79,DEBIT
T9185527,A512369,Branch Counter,Healthcare,2023-12-01 20:07:27,1472.83,DEBIT
T9164706,A517288,ATM,Utilities,2025-05-04 06:35:55,2164.87,DEBIT
T9200817,A506577,ATM,Retail,2023-03-12 13:32:42,20686.37,DEBIT
T9026041,A512201,ATM,Cash Withdrawal,2025-07-29 03:19:55,2125.19,DEBIT
T9129678,A510878,Mobile App,Retail,2024-03-20 18:26:20,2500.29,DEBIT
T9188115,A505560,ATM,Salary Credit,2025-12-31 17:21:49,40416.48,CREDIT
T9034206,A516792,Mobile App,Salary Credit,2025-11-25 01:09:16,16980.73,DEBIT
T9180499,A517059,ATM,Fuel,2025-11-23 15:55:42,21268.75,DEBIT
T9015848,A515364,Mobile App,Retail,2025-12-31 06:15:31,11447.41,DEBIT
T9208409,A508915,Mobile App,Fuel,2022-05-19 23:57:16,3582.59,DEBIT
T9091538,A501964,Branch Counter,Retail,2025-11-28 18:29:48,3204.65,DEBIT
T9213618,A515146,Mobile App,Healthcare,2025-12-31 19:31:10,11990.41,DEBIT
T9197829,A505634,Internet Banking,Salary Credit,2023-08-27 18:57:33,101937.11,DEBIT
T9114493,A512824,ATM,Cash Withdrawal,2025-11-03 23:21:41,6225.51,DEBIT
T9114448,A501662,Branch Counter,Cash Withdrawal,2023-04-11 21:24:33,25985.57,DEBIT
T9220983,A507974,Internet Banking,Groceries,2025-02-25 13:24:49,590.65,DEBIT
T9223969,A506921,Branch Counter,Education,2024-05-22 23:43:02,2546.33,DEBIT
T9088588,A510491,Mobile App,Transfer,2025-05-08 12:34:24,1864.96,CREDIT
T9107486,A507539,POS,Fuel,2025-08-11 13:03:31,4208.37,DEBIT
T9123104,A513373,Branch Counter,Retail,2025-12-31 06:30:27,16553.51,DEBIT
T9226961,A502805,POS,Retail,2025-05-18 15:15:20,2093.76,DEBIT
T9020072,A504676,Branch Counter,Retail,2024-04-26 08:07:31,2587.16,DEBIT
T9087572,A505597,Mobile App,Transfer,2024-03-13 00:07:00,7481.57,CREDIT
T9211551,A500069,POS,Fuel,2025-12-31 08:40:55,5726.13,DEBIT
T9247563,A510353,Branch Counter,Groceries,2024-11-07 07:25:40,7706.51,DEBIT
T9144796,A517282,POS,Groceries,2025-12-06 16:49:48,2670.18,DEBIT
T9145138,A510929,ATM,Restaurants,2025-12-31 19:56:53,5441.47,DEBIT
T9227938,A516474,ATM,Salary Credit,2023-09-30 13:11:34,63191.22,CREDIT
T9083718,A505009,Internet Banking,Education,2025-01-05 06:36:00,22943.0,DEBIT
T9186148,A507839,ATM,Cash Withdrawal,2024-10-30 20:54:41,2892.38,DEBIT
T9173699,A517176,Mobile App,Fuel,2024-05-12 23:13:30,43333.41,DEBIT
T9003731,A511896,ATM,Education,2025-06-21 06:27:27,1272.4,DEBIT
T9154547,A512865,ATM,Cash Withdrawal,2025-07-01 16:30:23,7667.31,DEBIT
T9060590,A508647,Mobile App,Transfer,2023-10-01 16:07:49,6483.25,CREDIT
T9257931,A515301,ATM,Utilities,2025-12-15 16:40:10,7361.25,DEBIT
T9201178,A504566,Branch Counter,Travel,2024-06-03 05:05:26,2638.6,DEBIT
T9123303,A505487,Mobile App,Transfer,2025-12-06 15:53:52,7548.01,CREDIT
T9037743,A517067,ATM,Utilities,2023-06-25 10:57:32,9282.88,DEBIT
T9031173,A513073,POS,Transfer,2025-12-05 19:56:33,3959.19,CREDIT
T9000726,A514157,Mobile App,Transfer,2025-05-12 01:02:08,2597.27,DEBIT
T9027358,A511755,POS,Fuel,2025-02-20 22:38:10,5713.62,DEBIT
T9151624,A511734,ATM,Education,2023-08-21 11:58:10,10240.07,DEBIT
T9125600,A500477,Mobile App,Travel,2025-01-17 14:24:12,13801.69,DEBIT
T9194935,A510834,Mobile App,Restaurants,2025-12-31 18:36:04,6947.82,DEBIT
T9120502,A512528,POS,Travel,2024-08-06 09:57:56,9475.01,DEBIT
T9144775,A505305,Mobile App,Transfer,2022-08-29 07:00:38,46628.47,DEBIT
T9047105,A507325,Branch Counter,Retail,2024-11-05 17:47:37,11418.39,DEBIT
